Date,Tweet_ID,Username,Raw Text,Likes,Retweets,is_fire,is_forest,is_urban,Light Cleaned Text,Advanced Cleaned Text,Hard Cleaned Text,Fire Probability,Predicted Label,is_wildland_pred,is_urban_pred,Extracted_Locations,Coordinates
2024-08-12 19:06:39+00:00,1823073631531864305,ΤΟ ΒΗΜΑ,#LIVE: Ανεξέλεγκτη η πυρκαγιά στην ανατολική Αττική – Συνεχείς αναζωπυρώσεις – Κόλαση φωτιάς στον Γέρακα   #Αττική #Φωτια_τωρα #φωτιατωρα #πυρκαγιά #Βαρναβας #Βριλησσια #Χαλανδρι   https://t.co/CgBRhP1olh,10,3,,,,#LIVE: Ανεξέλεγκτη η πυρκαγιά στην ανατολική Αττική – Συνεχείς αναζωπυρώσεις – Κόλαση φωτιάς στον Γέρακα #Αττική #Φωτια_τωρα #φωτιατωρα #πυρκαγιά #Βαρναβας #Βριλησσια #Χαλανδρι,#live: ανεξελεγκτη η πυρκαγια στην ανατολικη αττικη – συνεχεις αναζωπυρωσεις – κολαση φωτιας στον γερακα #αττικη #φωτια_τωρα #φωτιατωρα #πυρκαγια #βαρναβας #βριλησσια #χαλανδρι,live ανεξελεγκτη πυρκαγια ανατολικος αττικος συνεχης αναζωπυρωσεις κολαση φωτια γερακα αττικη φωτια τωρα φωτιατωρα πυρκαγια βαρναβας βριλησσια χαλανδρι,0.987,1,0,0,"[{'name': 'ανατολικη αττικη', 'ner_label': 'GPE'}, {'name': 'γερακα αττικη', 'ner_label': 'GPE'}, {'name': 'βαρναβας βριλησσια χαλανδρι', 'ner_label': 'GPE'}]",[]
2024-08-12 19:06:58+00:00,1823073710405763347,fay mple ♑🇬🇷,Φωτιά στην Αττική 2024 https://t.co/nj2jdb7Y0N Φωτιά στην Αττική 2024 https://t.co/nj2jdb7Y0N #Φωτια_τωρα #φωτια_πεντελη #Πυρκαγια #Πυροσβεστες #πυροσβεστικη #Αττικης #διασωστες #εθελοντες #Πεντέλη #γερακας #Ματι #Αττική #Βριλήσσια #Γλυφαδα #Κικιλιας #Χαλανδρι #πυρκαγιας #Υμηττος https://t.co/xrZskdgLOh,8,3,,,,Φωτιά στην Αττική 2024 Φωτιά στην Αττική 2024 #Φωτια_τωρα #φωτια_πεντελη #Πυρκαγια #Πυροσβεστες #πυροσβεστικη #Αττικης #διασωστες #εθελοντες #Πεντέλη #γερακας #Ματι #Αττική #Βριλήσσια #Γλυφαδα #Κικιλιας #Χαλανδρι #πυρκαγιας #Υμηττος,φωτια στην αττικη 2024 φωτια στην αττικη 2024 #φωτια_τωρα #φωτια_πεντελη #πυρκαγια #πυροσβεστες #πυροσβεστικη #αττικης #διασωστες #εθελοντες #πεντελη #γερακας #ματι #αττικη #βριλησσια #γλυφαδα #κικιλιας #χαλανδρι #πυρκαγιας #υμηττος,φωτια αττικος φωτια αττικος φωτια τωρα φωτια πεντελη πυρκαγια πυροσβεστες πυροσβεστικη αττικης διασωστες εθελοντες πεντελη γερακας ματι αττικη βριλησσια γλυφαδα κικιλιας χαλανδρι πυρκαγιας υμηττος,0.94,1,0,0,"[{'name': 'αττικη', 'ner_label': 'GPE'}, {'name': 'πεντελη', 'ner_label': 'GPE'}, {'name': 'πεντελη γερακας ματι αττικη βριλησσια γλυφαδα κικιλιας χαλανδρι', 'ner_label': 'GPE'}, {'name': 'υμηττος', 'ner_label': 'GPE'}]","[{'lat': 37.9995238, 'lon': 23.7228379, 'name': 'Αττική', 'osm_class': 'railway', 'osm_type': 'station', 'importance': 0.37797476194049984, 'ner_label': 'GPE', 'original_name': 'αττικη'}, {'lat': 38.0505896, 'lon': 23.8614591, 'name': 'Πεντέλη', 'osm_class': 'place', 'osm_type': 'suburb', 'importance': 0.49026558458181707, 'ner_label': 'GPE', 'original_name': 'πεντελη'}, {'lat': 37.9548466, 'lon': 23.7462189, 'name': 'Δημοτική Ενότητα Υμηττού', 'osm_class': 'boundary', 'osm_type': 'administrative', 'importance': 0.47609108396165106, 'ner_label': 'GPE', 'original_name': 'υμηττος'}]"
2024-08-12 19:07:27+00:00,1823073833340789039,liberal.gr,Πυρκαγιά στην Αττική - Πεντέλη: Φωτιά σε πολυκατοικία - Έσβησε χάρη στην έγκαιρη επέμβαση της πυροσβεστικής https://t.co/CWdOasrIRr,4,0,,,,Πυρκαγιά στην Αττική - Πεντέλη: Φωτιά σε πολυκατοικία - Έσβησε χάρη στην έγκαιρη επέμβαση της πυροσβεστικής,πυρκαγια στην αττικη - πεντελη: φωτια σε πολυκατοικια - εσβησε χαρη στην εγκαιρη επεμβαση της πυροσβεστικης,πυρκαγια αττικος πεντελη φωτια πολυκατοικια εσβησε χαρη εγκαιρος επεμβαση πυροσβεστικος,0.985,1,0,1,"[{'name': 'αττικη', 'ner_label': 'GPE'}, {'name': 'πεντελη', 'ner_label': 'GPE'}]","[{'lat': 37.9995238, 'lon': 23.7228379, 'name': 'Αττική', 'osm_class': 'railway', 'osm_type': 'station', 'importance': 0.37797476194049984, 'ner_label': 'GPE', 'original_name': 'αττικη'}, {'lat': 38.0505896, 'lon': 23.8614591, 'name': 'Πεντέλη', 'osm_class': 'place', 'osm_type': 'suburb', 'importance': 0.49026558458181707, 'ner_label': 'GPE', 'original_name': 'πεντελη'}]"
2024-08-12 19:07:32+00:00,1823073852877938757,Boberman69 🇬🇷,"@hatz_patty @Omada_Allagis Μωρή καριόλα η φωτιά ξεκίνησε στον Βαρνάβα καί εκκενώθηκε το Χαλάνδρι,40 ΧΙΛΙΌΜΕΤΡΑ ΜΑΚΡΙΆ,κατάλαβες καριόλα ΚΑΤΆΛΑΒΕΣ",2,0,,,,"Μωρή καριόλα η φωτιά ξεκίνησε στον Βαρνάβα καί εκκενώθηκε το Χαλάνδρι,40 ΧΙΛΙΌΜΕΤΡΑ ΜΑΚΡΙΆ,κατάλαβες καριόλα ΚΑΤΆΛΑΒΕΣ","μωρη καριολα η φωτια ξεκινησε στον βαρναβα και εκκενωθηκε το χαλανδρι,40 χιλιομετρα μακρια,καταλαβες καριολα καταλαβες",μωρη καριολα φωτια ξεκινω βαρναβας και εκκενωθηκε χαλανδρι χιλιομετρα μακρια καταλαβες καριολα καταλαβες,0.951,1,0,1,"[{'name': 'βαρναβα', 'ner_label': 'GPE'}, {'name': 'χαλανδρι', 'ner_label': 'GPE'}]","[{'lat': 37.9656966, 'lon': 23.743307, 'name': 'Πλατεία Βαρνάβα', 'osm_class': 'leisure', 'osm_type': 'park', 'importance': 0.08008327382314791, 'ner_label': 'GPE', 'original_name': 'βαρναβα'}, {'lat': 38.0217116, 'lon': 23.8207549, 'name': 'Χαλάνδρι', 'osm_class': 'railway', 'osm_type': 'station', 'importance': 0.3446563915113022, 'ner_label': 'GPE', 'original_name': 'χαλανδρι'}]"
2024-08-12 19:08:29+00:00,1823074092087754966,Lucy,Η φωτιά λοιπόν έφτασε μέχρι το Χαλάνδρι. Δηλαδή 10 χιλιόμετρα από το Σύνταγμα. Αυτό μόνο η πιο ανίκανη και αισχρή κυβέρνηση #Μητσοτάκη μπορούσε να το πετύχει.  #φωτια,15,5,,,,Η φωτιά λοιπόν έφτασε μέχρι το Χαλάνδρι. Δηλαδή 10 χιλιόμετρα από το Σύνταγμα. Αυτό μόνο η πιο ανίκανη και αισχρή κυβέρνηση #Μητσοτάκη μπορούσε να το πετύχει. #φωτια,η φωτια λοιπον εφτασε μεχρι το χαλανδρι. δηλαδη 10 χιλιομετρα απο το συνταγμα. αυτο μονο η πιο ανικανη και αισχρη κυβερνηση #μητσοτακη μπορουσε να το πετυχει. #φωτια,φωτια φτανω χαλανδρι χιλιομετρο συνταγμα ανικανη αισχρη κυβερνηση μητσοτακη μπορω πετυχω φωτια,0.67,1,0,1,"[{'name': 'χαλανδρι', 'ner_label': 'GPE'}, {'name': 'συνταγμα', 'ner_label': 'LOC'}]","[{'lat': 38.0217116, 'lon': 23.8207549, 'name': 'Χαλάνδρι', 'osm_class': 'railway', 'osm_type': 'station', 'importance': 0.3446563915113022, 'ner_label': 'GPE', 'original_name': 'χαλανδρι'}, {'lat': 37.9754953, 'lon': 23.7356676, 'name': 'Σύνταγμα', 'osm_class': 'railway', 'osm_type': 'station', 'importance': 0.3733250944850813, 'ner_label': 'LOC', 'original_name': 'συνταγμα'}]"
2024-08-12 19:08:44+00:00,1823074156965220777,empisteutiko.gr,Φωτιά στην Αττική: Κάηκε το σπίτι του 65χρονου που καταδικάστηκε για την πυρκαγιά στο Μάτι - «Δεν έχω λόγια»  Ρόδα ειναι και γυρίζει #φωτια #φωτιες #Φωτια_τωρα #Βαρβαβας #Πυρκαγια #Πεντέλη,4,0,,,,Φωτιά στην Αττική: Κάηκε το σπίτι του 65χρονου που καταδικάστηκε για την πυρκαγιά στο Μάτι - «Δεν έχω λόγια» Ρόδα ειναι και γυρίζει #φωτια #φωτιες #Φωτια_τωρα #Βαρβαβας #Πυρκαγια #Πεντέλη,φωτια στην αττικη: καηκε το σπιτι του 65χρονου που καταδικαστηκε για την πυρκαγια στο ματι - «δεν εχω λογια» ροδα ειναι και γυριζει #φωτια #φωτιες #φωτια_τωρα #βαρβαβας #πυρκαγια #πεντελη,φωτια αττικος καηκε σπιτι χρονος καταδικαζω πυρκαγια ματι λογος ροδα ειμαι γυριζω φωτια φωτια φωτια τωρα βαρβαβας πυρκαγια πεντελη,0.879,1,0,1,"[{'name': 'αττικη', 'ner_label': 'GPE'}, {'name': 'ματι', 'ner_label': 'GPE'}, {'name': 'πεντελη', 'ner_label': 'GPE'}]","[{'lat': 37.9995238, 'lon': 23.7228379, 'name': 'Αττική', 'osm_class': 'railway', 'osm_type': 'station', 'importance': 0.37797476194049984, 'ner_label': 'GPE', 'original_name': 'αττικη'}, {'lat': 40.9138035, 'lon': 24.0908794, 'name': 'Μάτι', 'osm_class': 'natural', 'osm_type': 'peak', 'importance': 0.43096957211662124, 'ner_label': 'GPE', 'original_name': 'ματι'}, {'lat': 38.0505896, 'lon': 23.8614591, 'name': 'Πεντέλη', 'osm_class': 'place', 'osm_type': 'suburb', 'importance': 0.49026558458181707, 'ner_label': 'GPE', 'original_name': 'πεντελη'}]"
2024-08-12 19:08:52+00:00,1823074190406177089,Ραγιάς,Απίστευτα πράγματα... Φτάνει Αττική οδό η φωτιά https://t.co/805PyrkofI,0,0,,,,Απίστευτα πράγματα... Φτάνει Αττική οδό η φωτιά,απιστευτα πραγματα... φτανει αττικη οδο η φωτια,απιστευτα πραγμα φτανω αττικος οδος φωτια,0.648,1,0,0,"[{'name': 'αττικη οδο', 'ner_label': 'FAC'}]",[]
2024-08-12 19:09:55+00:00,1823074452009365532,MyVolos.Net,Φωτιά στην Άνω Γλυφάδα: Νέος συναγερμός στην Πυροσβεστική – Κυκλοφοριακές ρυθμίσεις https://t.co/3b9bA69lrc μέσω @Myvolos,0,0,,,,Φωτιά στην Άνω Γλυφάδα: Νέος συναγερμός στην Πυροσβεστική – Κυκλοφοριακές ρυθμίσεις μέσω,φωτια στην ανω γλυφαδα: νεος συναγερμος στην πυροσβεστικη – κυκλοφοριακες ρυθμισεις μεσω,φωτια γλυφαδα νεος συναγερμος πυροσβεστικη κυκλοφοριακος ρυθμιση,0.984,1,0,1,"[{'name': 'ανω γλυφαδα', 'ner_label': 'GPE'}]","[{'lat': 37.8814649, 'lon': 23.7656896, 'name': 'Άνω Γλυφάδα', 'osm_class': 'place', 'osm_type': 'quarter', 'importance': 0.13341660715648124, 'ner_label': 'GPE', 'original_name': 'ανω γλυφαδα'}]"
2024-08-12 19:10:04+00:00,1823074492958028002,Βασίλης Φουρτούνης,Φωτιά και στον Παλαιόπυργο Ναυπακτίας https://t.co/7TY5XEsr2p https://t.co/2U693WFdQb,1,0,,,,Φωτιά και στον Παλαιόπυργο Ναυπακτίας,φωτια και στον παλαιοπυργο ναυπακτιας,φωτια παλαιοπυργο ναυπακτια,0.989,1,0,0,"[{'name': 'παλαιοπυργο ναυπακτιας', 'ner_label': 'GPE'}]",[]
2024-08-12 19:10:08+00:00,1823074507290284486,Athens Voice,Φωτιά στην Αττική: Ολονύχτια μάχη με τις φλόγες  #φωτια #Αττικη  https://t.co/sgGexWWbos,1,1,,,,Φωτιά στην Αττική: Ολονύχτια μάχη με τις φλόγες #φωτια #Αττικη,φωτια στην αττικη: ολονυχτια μαχη με τις φλογες #φωτια #αττικη,φωτια αττικος ολονυχτια μαχη φλογα φωτια αττικη,0.974,1,0,0,"[{'name': 'αττικη', 'ner_label': 'GPE'}]","[{'lat': 37.9995238, 'lon': 23.7228379, 'name': 'Αττική', 'osm_class': 'railway', 'osm_type': 'station', 'importance': 0.37797476194049984, 'ner_label': 'GPE', 'original_name': 'αττικη'}]"
2024-08-12 19:11:11+00:00,1823074773557244077,newshub.gr,Δραματική η κατάσταση από τη φωτιά στην Αττική - Καίγονται σπίτια - Συνεχείς αναζωπυρώσεις https://t.co/Sst9Pegy7n 👈 κλικ εδώ #newshubgr #crete #ellada #Ελλάδα #ειδήσεις https://t.co/vDYr4QtZaj,0,0,,,,Δραματική η κατάσταση από τη φωτιά στην Αττική - Καίγονται σπίτια - Συνεχείς αναζωπυρώσεις κλικ εδώ #newshubgr #crete #ellada #Ελλάδα #ειδήσεις,δραματικη η κατασταση απο τη φωτια στην αττικη - καιγονται σπιτια - συνεχεις αναζωπυρωσεις κλικ εδω #newshubgr #crete #ellada #ελλαδα #ειδησεις,δραματικος κατασταση φωτια αττικος καιγονται σπιτι συνεχης αναζωπυρωσεις κλικ newshubgr crete ellada ελλαδα ειδησεις,0.72,1,0,1,"[{'name': 'αττικη', 'ner_label': 'GPE'}]","[{'lat': 37.9995238, 'lon': 23.7228379, 'name': 'Αττική', 'osm_class': 'railway', 'osm_type': 'station', 'importance': 0.37797476194049984, 'ner_label': 'GPE', 'original_name': 'αττικη'}]"
2024-08-12 19:11:13+00:00,1823074780536594756,newshub.gr,"Καίγεται εργοστάσιο ξυλείας στον Γέρακα – «Σβήνει και ανάβει, λες και είμαστε σε πόλεμο» https://t.co/qe2juZOZk4 👈 κλικ εδώ #newshubgr #crete #ellada #νέα #nea https://t.co/hpAIkjUdA6",0,0,,,,"Καίγεται εργοστάσιο ξυλείας στον Γέρακα – «Σβήνει και ανάβει, λες και είμαστε σε πόλεμο» κλικ εδώ #newshubgr #crete #ellada #νέα #nea","καιγεται εργοστασιο ξυλειας στον γερακα – «σβηνει και αναβει, λες και ειμαστε σε πολεμο» κλικ εδω #newshubgr #crete #ellada #νεα #nea",καιγεται εργοστασιο ξυλεια γερακα σβηνω αναβω λες πολεμος κλικ newshubgr crete ellada νεος nea,0.827,1,0,1,"[{'name': 'γερακα', 'ner_label': 'GPE'}]",[]
